TimeStamp: 2024-05-08T13:51:39.481    Log Level: INFO   Message:Starting app
TimeStamp: 2024-05-08T14:16:29.543    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.543    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.543    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.544    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.547    Log Level: Info   Message:This order has a discount= 18.0
TimeStamp: 2024-05-08T14:16:29.547    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.548    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.549    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.549    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.549    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.550    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.550    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.551    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.551    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.551    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.551    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.551    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.551    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.551    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.552    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.552    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.552    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.552    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.552    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.552    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:16:29.552    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.553    Log Level: Info   Message:This order has a discount= 18.0
TimeStamp: 2024-05-08T14:16:29.553    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:16:29.553    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.553    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.553    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.553    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.554    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.554    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.554    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:16:29.554    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.554    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.554    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.554    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.555    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.556    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.556    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.556    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.556    Log Level: Info   Message:This order has a discount= 19.5
TimeStamp: 2024-05-08T14:16:29.556    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.556    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.557    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.557    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.557    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.557    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.557    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.557    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.557    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.558    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.559    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.559    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.559    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.559    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:16:29.559    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.559    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.559    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.560    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.560    Log Level: Info   Message:This order has a discount= 19.5
TimeStamp: 2024-05-08T14:16:29.560    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.564    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.564    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.564    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.564    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:16:29.565    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.565    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.566    Log Level: Info   Message:This order has a discount= 11.5
TimeStamp: 2024-05-08T14:16:29.567    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.567    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.567    Log Level: Info   Message:This order has a discount= 13.5
TimeStamp: 2024-05-08T14:16:29.567    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.568    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T14:16:29.568    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.568    Log Level: Info   Message:This order has a discount= 16.5
TimeStamp: 2024-05-08T14:16:29.568    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.568    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.568    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.568    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.569    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 20.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.570    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 6.5
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 7.0
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.571    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 9.5
TimeStamp: 2024-05-08T14:16:29.572    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 6.5
TimeStamp: 2024-05-08T14:16:29.573    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 8.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 7.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.574    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 4.5
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.575    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.576    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.576    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.581    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 11.5
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.582    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 13.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.583    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 20.0
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.584    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 16.5
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 11.5
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.585    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.586    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.587    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 4.0
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.588    Log Level: Info   Message:This order has a discount= 21.0
TimeStamp: 2024-05-08T14:16:29.589    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T14:16:29.589    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.589    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.589    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T14:16:29.589    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T14:16:29.589    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.590    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.591    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.592    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T14:16:29.598    Log Level: Info   Message:This order has a discount= 3.0
TimeStamp: 2024-05-08T14:16:29.598    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T14:16:29.599    Log Level: Info   Message:This order has a discount= 15.0
